"x","y"
791185.685487763,6891595.68293692
780934.225029805,6891627.21237482
775133.562231862,6891473.8188468
772610.214521982,6891275.16442977
775199.011479066,6891559.51269868
775040.537625451,6891879.55271133
775233.504400541,6891496.16918313
796480.016530803,6890787.09053413
796387.646872417,6890660.66986314
796406.887835896,6890652.54031834
796306.762505201,6890555.16254793
796475.683448339,6890726.05310516
796364.963466013,6890693.02834053
796477.849593496,6890669.94529617
796384.053616854,6890916.63505808
796429.899687255,6890588.10140735
796346.408934222,6890549.27924998
796133.045534591,6890760.24503145
796057.998017669,6890816.84248222
796177.604686297,6890679.30452244
796080.737222792,6890801.18817576
796124.359790573,6890733.32467432
796126.712033969,6890897.78813907
794829.844483172,6890702.79828692
796096.186806924,6890787.13017012
796112.61836176,6890773.60105285
796040.600494716,6890839.01651301
789712.918220139,6890607.49479851
786431.365534805,6890607.98568195
786128.354975931,6890384.55715618
786105.457493978,6890455.07627195
786121.071228499,6890411.46854453
786357.003169685,6890495.58025107
786433.566166456,6890445.17284489
786441.944729229,6890467.55129161
786071.498911709,6890375.26788304
786369.064322626,6890613.85113096
786241.682970338,6890516.50241874
786391.353587706,6890371.47810478
786315.70990422,6890334.51880855
786186.149401775,6890705.02301557
786337.491194051,6890603.18390608
786341.177655932,6890542.21081476
786295.532741063,6890331.82830021
786131.17589338,6890444.62826596
786376.25844725,6890396.75866355
786195.197930717,6890348.05824908
786111.750385296,6890341.20552998
786327.260702656,6890373.63137961
786279.185370147,6890314.15298476
783291.841684659,6891019.44414792
786180.196685228,6890598.47108416
775244.402779885,6891059.16263667
775226.884110086,6890872.03569645
775350.933510194,6890867.33583886
775162.63911285,6890854.40512052
775305.112946322,6890867.01102078
775407.024601471,6890952.35711342
775200.2090663,6890913.11186052
775145.545283325,6891014.70418899
775156.664966209,6890873.85704709
771452.186313169,6890810.04623063
771262.461654971,6890675.54164756
771588.782866787,6890823.44118385
771488.311825028,6890818.84908322
786518.322998353,6890217.34027522
786087.323415781,6890281.06816952
786140.093027223,6890232.18679048
786527.84505953,6890103.59082121
786416.146169403,6890105.02604092
786513.385499499,6890177.30258381
786479.368064877,6890272.67318233
786322.27858736,6890108.35728315
781764.260527854,6889700.35700326
781494.26566593,6889864.85073862
781513.579703118,6889658.49134164
781555.540275109,6889727.6006474
781474.53539786,6889540.65690822
781498.529271809,6889637.06920261
781489.978261725,6889792.15301729
781317.460298566,6889725.50294908
779993.184319751,6889718.06275663
781301.456653401,6889771.62288194
781266.401598899,6889549.70309509
771512.823542608,6890075.1089489
771747.946234172,6889754.52279181
771710.949674621,6890083.22834418
775987.973913044,6889986.71956522
771133.14043383,6890302.25203024
771542.833571288,6890030.30400333
771069.446337158,6890264.41370992
794911.120519901,6888868.03636732
798109.48553488,6888678.28716594
789414.506451113,6888933.98663051
789284.122485207,6888693.28856016
789463.34748791,6888802.31955411
789284.127645657,6888738.60518876
781242.997381496,6889539.19491232
781480.020629111,6889523.94629588
781356.647654584,6889292.22706112
781263.772630245,6889023.228337
781421.920189362,6889464.81293165
798981.906241775,6887891.11304757
798752.234636422,6888019.33651705
798574.890023637,6888368.0092801
798525.766771247,6888027.93908527
798422.089590826,6888070.16061975
798410.441267497,6888053.13840013
798300.906807748,6887950.57964394
798633.364879706,6888311.67891202
798235.528328662,6888473.88735264
798275.800353446,6887904.09119751
798628.090967686,6887995.08940859
798599.122819513,6888292.04757918
798619.631053963,6888282.22477017
798617.828705546,6888344.60718398
798297.48163356,6887977.42447007
798331.736796412,6887933.47855445
798536.201801053,6888047.73230812
798316.330326208,6888431.27870171
798276.638765057,6887991.47485759
798589.019706984,6888027.22945583
798348.33297491,6887990.65591398
798557.089933105,6887933.37797357
798542.816827253,6888063.49498749
798305.396643633,6888022.96866979
798519.696467815,6888041.64120756
798452.34024976,6888032.15826129
789300.811539622,6888624.05818379
789388.584905579,6888481.46597439
789292.199891422,6888649.16373507
789381.954277912,6888569.05854564
789521.720162702,6888440.25963341
789593.047406445,6888445.81566436
789420.946296043,6888575.40954332
789331.261770245,6888444.00489642
789528.031939319,6888538.62857728
789376.710138477,6888600.10106684
789336.904782369,6888417.37828099
789313.982781172,6888532.9150905
789331.678892523,6888469.43632927
789312.725645296,6888558.98540105
789321.315553599,6888486.3342612
787210.985446009,6887988.5
789299.448315874,6888585.04007711
789409.494238882,6888650.56592075
780496.978858004,6888621.55788244
780669.794901704,6888605.19359982
780316.257566053,6888301.74429091
780296.662044209,6888096.71399301
780535.894872887,6888382.15719358
780166.588695715,6888054.47320201
780571.81855957,6888602.40920301
780297.371777175,6888292.36752116
780066.870350209,6887957.87227968
780627.367158612,6888539.13356128
780160.112775962,6888092.10799594
771413.322270138,6887995.57250193
771409.245177156,6888049.02612445
771383.42135879,6888088.38549797
771378.829103609,6888050.22204113
771382.041481914,6887986.27178696
771449.46334257,6888303.12328555
771304.458173158,6888286.62282585
771379.767778265,6888025.34106089
771408.086245847,6888020.39797896
799512.664186249,6887069.76805918
801500.977548867,6886909.38699047
785834.433393298,6887077.30174098
785788.234105126,6887068.92190986
785938.723104557,6887201.72752883
785974.968005095,6887102.51369749
785857.837967242,6887205.59615857
785881.947184197,6887270.10225553
783463.810430098,6887278.91115767
783244.140493047,6887340.96247384
783407.46199678,6887213.42334944
783694.377675841,6887590.74355804
783792.177369707,6887453.2385029
783273.751401855,6887326.27002444
783661.849027322,6887598.53414208
783678.93403207,6887594.47902893
783273.778870203,6887339.67572229
783502.785144794,6887202.36876207
779847.073754639,6887887.00187555
779812.04655155,6887717.082268
778621.564969136,6887564.62178865
778310.56430874,6887385.93865078
779751.634166881,6887561.56719192
779736.031421199,6887580.56604032
779782.590890076,6887579.49486547
778435.808885656,6887604.80673091
778252.301184376,6887479.957278
778693.857948763,6887543.18462896
778785.2,6887597.9
778293.788627451,6887354.36509804
778460.843007708,6887493.00715746
778994.269075881,6887432.18443516
778705.169350687,6887585.96518039
778524.954423865,6887598.00009568
778514.303385303,6887579.47941134
778814.280723467,6887609.49022928
778421.235868684,6887477.43841754
778555.910328743,6887727.65205261
778758.020705355,6887482.86175922
778705.461560935,6887529.55930718
778318.482646873,6887503.18597921
778494.209928626,6887598.72940352
778155.55573008,6887431.76654721
778137.586236278,6887457.51925553
777832.583758263,6887447.98829084
778112.859527117,6887478.53137304
778064.508345053,6887390.89910348
775882.203422809,6887607.852805
778150.607625519,6887413.65730464
778023.65,6887366
777921.807431396,6887366.30873814
777716.946867931,6887321.76657007
778114.462463546,6887420.98789281
778135.114788354,6887418.57672626
772578.533309676,6887173.24920748
777356.55,6887522
773757.180386392,6887325.83263335
771784.882625845,6887514.73438406
771787.4,6887761.1
