"x","y"
376956.359369818,6909836.79436153
376970.30079567,6909860.22023087
377014.751961655,6909627.30184439
376980.453829322,6909889.93544858
376969.777912327,6909851.43200129
376968.354515106,6909834.97185779
376843.217962612,6909655.4921581
375390.404165393,6909563.66924541
373003.583508572,6909722.46598298
373018.521588501,6909661.10606072
372907.714421915,6909821.81648538
403323.517213198,6908831.1588722
403320.064789439,6908749.64567585
402462.085257116,6908400.3929803
402490.781255015,6908418.45570535
402456.798907819,6908440.73344165
402623.96604864,6908422.64625572
400992.147299158,6908458.96049868
401077.15207086,6908839.78620781
401053.31327672,6908824.65798774
400969.062651647,6908485.94629086
401575.188229376,6908586.31928236
401577.252907685,6908616.02803262
401580.893409981,6909070.66944931
400848.754156926,6908855.10883855
400926.640456391,6908435.21091343
400861.303800696,6908870.51369722
400885.778283152,6908886.70751655
400931.62608132,6908476.63580436
400906.552424785,6908491.18880721
400933.652318917,6908506.25333919
400916.4098193,6908448.57259186
400852.961499977,6908881.09076866
401078.571315933,6908827.31171832
400965.962387676,6908550.1741549
401037.802397898,6908830.12151476
401025.502353435,6908827.18985391
400972.145637584,6908513.67807606
401028.681007646,6908778.42760786
401019.973350717,6908755.77676773
400307.422429691,6908836.79764869
400175.08274117,6908573.45144258
400193.574603175,6908597.02738095
400463.531973164,6908680.41670803
400235.161501354,6908582.1986293
400265.805878166,6908607.21172737
400499.39978425,6908518.36634304
400443.590685413,6908426.21739895
400421.508139829,6908660.97571832
400803.673152969,6908837.48113966
400838.193593039,6908457.09982203
398861.730099299,6908487.21686105
398808.613279264,6908648.68563864
398842.660828751,6908671.45509993
398809.376036884,6908755.31344461
399071.250732127,6909072.49913867
399735.326884781,6909114.49051426
399805.81025641,6909113.85128205
400087.175033841,6908642.79774958
400076.257118928,6908633.18090452
400271.708500595,6908785.75272544
400244.569339272,6908446.51515961
400213.360427588,6908602.17358413
400257.035943126,6908816.99506855
398800.731356546,6908667.75413986
398856.055147851,6908945.68149345
398768.791125735,6908609.38853955
398764.054486535,6908597.04608895
398817.929749873,6908636.14986848
398802.816405471,6909040.38780264
398830.615635717,6908891.64797934
398818.25569744,6908536.53338378
398834.488341048,6908790.82875193
398872.648282848,6908986.80207394
398803.430015815,6908851.7646002
398913.811555623,6908981.38179439
398889.014917098,6908475.4877455
398800.957885032,6908532.33080978
398801.637980794,6908802.29993615
398768.26723192,6908578.5045466
398850.472430669,6908555.12990756
398803.499176972,6908990.20137312
398914.423887005,6909005.48950282
398801.360927046,6908729.20985087
398765.855821508,6909064.76691742
398774.279263566,6908926.4251938
398910.443797315,6908527.14668617
398879.168850933,6908501.56038758
398879.036427321,6909028.75525659
398911.45,6908487.4
398798.776499661,6908595.02686008
398824.106944162,6908565.60964467
398801.002296048,6909097.46970436
398818.356080114,6909018.53247496
398854.270372031,6908914.22889586
398851.568225513,6908690.66030138
398659.972768435,6908682.00990968
398682.796281395,6908687.82677396
398730.393749451,6908669.86520439
398746.15984281,6908647.55055058
398748.565771466,6908832.39498329
398765.144645797,6908983.02429907
398748.954338656,6908526.71189615
398746.284484108,6908844.12801673
398702.922804008,6908652.88587921
398751.74628404,6908552.26652922
398842.608061084,6908770.05492552
398768.187236656,6908631.44325128
398755.972767216,6908845.26297423
398823.611654684,6908501.92961069
398813.4,6908487.15
398201.502630243,6908889.62345327
398352.426823034,6908870.75537012
398447.557026467,6908587.57350753
398451.732257853,6908569.17816906
398358.654190274,6908908.79830323
398487.574286107,6908818.33601043
398387.207330877,6908870.30306878
398498.373936582,6908826.99566899
398436.634537532,6908827.69842335
398483.144137022,6908544.44916061
398462.006720454,6908836.81442935
397263.25553105,6908831.17008881
397194.451270146,6908651.21473284
397410.976873009,6909046.1829525
397402.907284094,6908945.01621561
397431.520144815,6909063.80080904
397283.82962963,6908853.94444444
397370.933308057,6908932.48717387
397417.222609074,6909061.75166209
397535.84727955,6909140.88030019
397788.970666279,6908332.92339144
398098.799518438,6908855.53090244
398044.173776443,6908884.52302541
398257.224548716,6908872.28416947
398170.042979502,6908871.13893603
397028.971199901,6908728.52639721
396962.051451219,6908594.88557566
396873.911356635,6908560.67765081
396902.83058316,6908487.65294085
396926.154433079,6908628.96026378
396998.610102903,6908613.49483646
396995.292210779,6909128.40757577
396875.758246159,6908579.39761087
397198.735013036,6908427.56585269
396906.851511187,6908502.63822806
397160.797873113,6908765.99248476
397253.149672868,6908880.11983675
397262.374998033,6908788.62349147
397209.921886188,6908452.97734831
397120.457898458,6908681.93097757
397259.539603642,6908936.03186931
396778.648017717,6908512.443151
396861.481338244,6908616.80570902
396710.28070838,6908565.02345895
396814.917690289,6908554.82631874
396727.875170618,6908558.50566806
396724.159750008,6908531.90332223
396766.907064223,6908542.94153686
396983.602147714,6908623.03647074
397009.144244105,6908712.40818308
396873.107483717,6908494.70474248
396910.064542347,6908777.17473481
396962.516626868,6908693.69178755
396918.372431408,6908592.82367381
396952.836224768,6908669.31232951
396952.245357603,6908783.6337562
396905.12583756,6908582.00309546
396571.484425083,6908591.36832776
396519.432197164,6908527.93527945
396548.942222415,6908377.89563366
396682.410673191,6908518.07437991
396642.728744407,6908528.26912147
396467.772182398,6908479.26460563
396831.62111337,6908520.59406828
396825.511198946,6908562.12885376
396846.285303896,6908540.73040831
396797.431026487,6908540.27865265
396832.388276698,6908597.92606098
396864.921303131,6908604.6382031
396658.875307467,6908485.96555185
396619.593847392,6908524.25883853
396637.436514648,6909105.86987086
396619.489130503,6908723.63484541
396646.809475621,6908786.62388838
396552.233384659,6908575.99849032
396596.658503402,6908603.19525969
396633.240972908,6908494.97355431
396673.54592248,6908540.49839756
396655.170748126,6908362.714251
396480.64111787,6908513.34480666
396634.032213049,6908775.17616546
396523.823075672,6908563.66439789
396484.163469471,6908465.66653581
396401.571101413,6908512.1542615
396419.08924405,6908432.68530718
396306.015773526,6908368.5070588
396377.164655622,6908409.76094613
396346.162424242,6908389.62484849
396428.794999491,6908470.88298197
396394.722512881,6908419.86060246
396439.803987043,6908442.51628588
396415.436379127,6908512.6884345
396604.337458214,6908477.49554865
396650.012934615,6908506.16645544
396489.809430917,6908542.66871218
396291.436981154,6908378.90198515
396643.349289018,6908737.94000874
396240.244014644,6908520.26121564
396281.63609125,6908521.68085996
396207.076042438,6909046.51574143
396139.962313099,6909000.69623855
396290.324913578,6908356.66832983
396261.558790678,6908519.91397781
